AvgTicketPrice,Cancelled,Carrier,Dest,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather,DistanceKilometers,DistanceMiles,FlightDelay,FlightDelayMin,FlightDelayType,FlightNum,FlightTimeHour,FlightTimeMin,Origin,OriginAirportID,OriginCityName,OriginCountry,OriginLocation,OriginRegion,OriginWeather,"_id","_index","_score","_type",dayOfWeek,"hour_of_day",timestamp
"$359.27",false,"Logstash Airways","Xi'an Xianyang International Airport",XIY,"Xi'an",CN,"{""coordinates"":[108.751999,34.447102],""type"":""Point""}","SE-BD",Sunny,"7927.48","4925.9077",false,0,"No Delay",GR80HB0,"11.010388688293999","660.6233","Verona Villafranca Airport",VR10,Verona,IT,"{""coordinates"":[10.8885,45.395699],""type"":""Point""}","IT-34","Damaging Wind",QllPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,20,"2021-05-19T20:29:30.000Z"
"$535.43",false,"ES-Air","Rajiv Gandhi International Airport",HYD,Hyderabad,IN,"{""coordinates"":[78.42985535,17.23131752],""type"":""Point""}","SE-BD",Clear,"7108.743","4417.1685",true,120,"Carrier Delay",7OFCAXK,"9.898603740903173","593.9162","Oslo Gardermoen Airport",OSL,Oslo,NO,"{""coordinates"":[11.10039997,60.19390106],""type"":""Point""}","NO-02",Cloudy,JVlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,20,"2021-05-19T20:12:33.000Z"
"$329",true,"Logstash Airways","Munich Airport",MUC,Munich,DE,"{""coordinates"":[11.7861,48.353802],""type"":""Point""}","DE-BY","Thunder & Lightning","375.61026","233.3934",true,360,"Security Delay",6J9KQ92,"6.521680936720555","391.30084","Milano Linate Airport",MI11,Milan,IT,"{""coordinates"":[9.27674,45.445099],""type"":""Point""}","IT-25",Cloudy,qVlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,20,"2021-05-19T20:08:13.000Z"
"$593.97",false,"ES-Air","Vienna International Airport",VIE,Vienna,AT,"{""coordinates"":[16.56970024,48.11029816],""type"":""Point""}","AT-9","Thunder & Lightning","8730.069","5424.614",true,30,"Carrier Delay",MJ9JM1I,"12.625096412292027","757.5058","King Shaka International Airport",DUR,Durban,ZA,"{""coordinates"":[31.11972222,-29.61444444],""type"":""Point""}","SE-BD",Clear,e1lPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:51:25.000Z"
"$234.1",true,"Logstash Airways","Zurich Airport",ZRH,Zurich,CH,"{""coordinates"":[8.54917,47.464699],""type"":""Point""}","CH-ZH",Hail,0,0,false,0,"No Delay",55QHVIQ,0,0,"Zurich Airport",ZRH,Zurich,CH,"{""coordinates"":[8.54917,47.464699],""type"":""Point""}","CH-ZH",Sunny,vllPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:36:50.000Z"
"$867.68",false,"ES-Air","Turin Airport",TO11,Torino,IT,"{""coordinates"":[7.64963,45.200802],""type"":""Point""}","IT-21","Damaging Wind","6788.3745","4218.1006",false,0,"No Delay",8U6CJPR,"8.081398454660693","484.8839","Norfolk International Airport",ORF,Norfolk,US,"{""coordinates"":[-76.20120239,36.89459991],""type"":""Point""}","US-VA",Cloudy,CFlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:27:30.000Z"
"$984.72",false,"Kibana Airlines","Jackson-Medgar Wiley Evers International Airport",JAN,Jackson,US,"{""coordinates"":[-90.07589722,32.31119919],""type"":""Point""}","US-MS",Cloudy,"8626.092","5360.005",false,0,"No Delay",PX45HWT,"7.566747388584797","454.00485","Ciampino___G. B. Pastine International Airport",RM12,Rome,IT,"{""coordinates"":[12.5949,41.7994],""type"":""Point""}","IT-62",Sunny,9llPinkBgC8vM3j0YLuL,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:25:16.000Z"
"$141.53",false,"Kibana Airlines","Salt Lake City International Airport",SLC,"Salt Lake City",US,"{""coordinates"":[-111.9779968,40.78839874],""type"":""Point""}","US-UT",Hail,"1637.7992","1017.6812",true,270,"Carrier Delay",1MYTO4A,"5.8648326177733265","351.88995","Rochester International Airport",RST,Rochester,US,"{""coordinates"":[-92.5,43.90829849],""type"":""Point""}","US-MN",Rain,VFlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:20:55.000Z"
"$779.6",false,JetBeats,"New Chitose Airport",CTS,"Chitose / Tomakomai",JP,"{""coordinates"":[141.6920013,42.77519989],""type"":""Point""}","SE-BD","Thunder & Lightning","13830.531","8593.894",false,0,"No Delay",N31VB6W,"12.806047824623805","768.36285","Mariscal Sucre International Airport",UIO,Quito,EC,"{""coordinates"":[-78.3575,-0.129166667],""type"":""Point""}","EC-P",Clear,hllPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:16:28.000Z"
"$298.59",false,"Kibana Airlines","Xi'an Xianyang International Airport",XIY,"Xi'an",CN,"{""coordinates"":[108.751999,34.447102],""type"":""Point""}","SE-BD",Rain,"11498.537","7144.8594",false,0,"No Delay",FIHZ7UF,"11.97764231523218","718.65857","General Edward Lawrence Logan International Airport",BOS,Boston,US,"{""coordinates"":[-71.00520325,42.36429977],""type"":""Point""}","US-MA",Hail,zFlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:14:34.000Z"
"$260.49",false,"Logstash Airways","Copenhagen Kastrup Airport",CPH,Copenhagen,DK,"{""coordinates"":[12.65600014,55.61790085],""type"":""Point""}","DK-84",Rain,"4856.949","3017.9683",false,0,"No Delay",S47BB7Q,"4.047457502327169","242.84744","Abu Dhabi International Airport",AUH,"Abu Dhabi",AE,"{""coordinates"":[54.65110016,24.43300056],""type"":""Point""}","SE-BD",Rain,5VlPinkBgC8vM3j0YLuL,"kibana_sample_data_flights",,"_doc",2,19,"2021-05-19T19:02:32.000Z"
"$252.87",false,"Logstash Airways","Milano Linate Airport",MI11,Milan,IT,"{""coordinates"":[9.27674,45.445099],""type"":""Point""}","IT-25",Clear,"9126.328","5670.8374",true,240,"Late Aircraft Delay",ZZHFJQS,"15.700421091290403","942.02527","El Dorado International Airport",BOG,Bogota,CO,"{""coordinates"":[-74.1469,4.70159],""type"":""Point""}","SE-BD",Clear,m1lPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:42:52.000Z"
"$143.02",false,"Logstash Airways","Falcone Borsellino Airport",PA03,Palermo,IT,"{""coordinates"":[13.091,38.175999],""type"":""Point""}","IT-82",Sunny,"190.90216","118.6211",false,0,"No Delay",U4U0MGH,"0.24474635178343931","14.684781","Catania-Fontanarossa Airport",CT03,Catania,IT,"{""coordinates"":[15.0664,37.466801],""type"":""Point""}","IT-82",Clear,cVlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:38:08.000Z"
"$885.98",false,"Logstash Airways","Ukrainka Air Base",XHBU,Belogorsk,RU,"{""coordinates"":[128.445007,51.169997],""type"":""Point""}","RU-AMU","Thunder & Lightning","9971.757","6196.1626",false,0,"No Delay",VR7WGXI,"11.079730212846385","664.7838","Melbourne International Airport",MEL,Melbourne,AU,"{""coordinates"":[144.843002,-37.673302],""type"":""Point""}","SE-BD",Cloudy,nFlPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:37:47.000Z"
"$159.34",false,"Logstash Airways","Zurich Airport",ZRH,Zurich,CH,"{""coordinates"":[8.54917,47.464699],""type"":""Point""}","CH-ZH","Thunder & Lightning",0,0,false,0,"No Delay",RJQRF0C,0,0,"Zurich Airport",ZRH,Zurich,CH,"{""coordinates"":[8.54917,47.464699],""type"":""Point""}","CH-ZH",Clear,q1lPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:36:42.000Z"
"$118.85",false,"Logstash Airways","Ottawa Macdonald-Cartier International Airport",YOW,Ottawa,CA,"{""coordinates"":[-75.66919708,45.32249832],""type"":""Point""}","CA-ON",Clear,0,0,false,0,"No Delay",17KVAJL,0,0,"Ottawa Macdonald-Cartier International Airport",YOW,Ottawa,CA,"{""coordinates"":[-75.66919708,45.32249832],""type"":""Point""}","CA-ON",Rain,KllPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:12:46.000Z"
"$868.49",false,"ES-Air","Luis Munoz Marin International Airport",SJU,"San Juan",PR,"{""coordinates"":[-66.00180054,18.43939972],""type"":""Point""}","PR-U-A",Sunny,"7261.161","4511.8765",false,0,"No Delay",GYNRW9Q,"6.369439535061296","382.16638","Cologne Bonn Airport",CGN,Cologne,DE,"{""coordinates"":[7.142739773,50.86589813],""type"":""Point""}","DE-NW",Cloudy,h1lPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:06:50.000Z"
"$265.38",false,JetBeats,"Melbourne International Airport",MEL,Melbourne,AU,"{""coordinates"":[144.843002,-37.673302],""type"":""Point""}","SE-BD",Sunny,"16342.694","10154.88",false,0,"No Delay",PT9M1CY,"13.618911881738006","817.1347","Luis Munoz Marin International Airport",SJU,"San Juan",PR,"{""coordinates"":[-66.00180054,18.43939972],""type"":""Point""}","PR-U-A","Thunder & Lightning",W1lPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:06:02.000Z"
"$422.39",false,"Logstash Airways","Chhatrapati Shivaji International Airport",BOM,Mumbai,IN,"{""coordinates"":[72.86789703,19.08869934],""type"":""Point""}","SE-BD",Sunny,"10056.865","6249.0464",true,210,"NAS Delay",5DEJ7ZH,"16.39341734947404","983.60504","Brisbane International Airport",BNE,Brisbane,AU,"{""coordinates"":[153.1170044,-27.38419914],""type"":""Point""}","SE-BD",Cloudy,h1lPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,18,"2021-05-19T18:05:16.000Z"
"$883.15",false,"Kibana Airlines","Indira Gandhi International Airport",DEL,"New Delhi",IN,"{""coordinates"":[77.103104,28.5665],""type"":""Point""}","SE-BD",Rain,"10875.04","6757.437",false,0,"No Delay",HA85RH1,"9.539509152318585","572.37054","Edmonton International Airport",CYEG,Edmonton,CA,"{""coordinates"":[-113.5800018,53.30970001],""type"":""Point""}","CA-AB",Rain,GFlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:58:29.000Z"
"$752.82",false,"ES-Air","Vienna International Airport",VIE,Vienna,AT,"{""coordinates"":[16.56970024,48.11029816],""type"":""Point""}","AT-9",Sunny,"6967.787","4329.582",true,75,"Late Aircraft Delay",BTG7I5J,"10.183060513542602","610.98364","Lester B. Pearson International Airport",YYZ,Toronto,CA,"{""coordinates"":[-79.63059998,43.67720032],""type"":""Point""}","CA-ON","Damaging Wind",iFlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:53:11.000Z"
"$373.49",true,"Kibana Airlines","Indira Gandhi International Airport",DEL,"New Delhi",IN,"{""coordinates"":[77.103104,28.5665],""type"":""Point""}","SE-BD",Sunny,"12807.282","7958.0757",false,0,"No Delay",MWFOS7X,"13.340918485192594","800.45514","Huntsville International Carl T Jones Field",HSV,Huntsville,US,"{""coordinates"":[-86.77510071,34.6371994],""type"":""Point""}","US-AL","Heavy Fog",mVlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:42:54.000Z"
"$520.63",false,"Logstash Airways","Malpensa International Airport",MI12,Milan,IT,"{""coordinates"":[8.72811,45.6306],""type"":""Point""}","IT-25",Rain,"9681.628","6015.885",true,105,"Carrier Delay",HDVWV5U,"12.50736410666466","750.44183","Chubu Centrair International Airport",NGO,Tokoname,JP,"{""coordinates"":[136.8049927,34.85839844],""type"":""Point""}","SE-BD","Thunder & Lightning",cFlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:42:19.000Z"
"$652.61",false,"Logstash Airways","Sydney Kingsford Smith International Airport",SYD,Sydney,AU,"{""coordinates"":[151.177002,-33.94609833],""type"":""Point""}","SE-BD",Clear,"8934.322","5551.531",false,0,"No Delay",Y6N0EB2,"9.927025100494985","595.6215","Beijing Capital International Airport",PEK,Beijing,CN,"{""coordinates"":[116.5849991,40.08010101],""type"":""Point""}","SE-BD","Damaging Wind",RllPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:40:52.000Z"
"$522.97",false,"Logstash Airways","Vienna International Airport",VIE,Vienna,AT,"{""coordinates"":[16.56970024,48.11029816],""type"":""Point""}","AT-9",Clear,"15960.903","9917.6455",false,0,"No Delay",XMQ3RX8,"20.462696048650866","1227.7617","Sydney Kingsford Smith International Airport",SYD,Sydney,AU,"{""coordinates"":[151.177002,-33.94609833],""type"":""Point""}","SE-BD",Clear,NVlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:30:46.000Z"
"$388.66",false,JetBeats,"Munich Airport",MUC,Munich,DE,"{""coordinates"":[11.7861,48.353802],""type"":""Point""}","DE-BY",Clear,"15960.168","9917.188",true,270,"NAS Delay",SHOSU1U,"17.1668003160344","1030.008","Brisbane International Airport",BNE,Brisbane,AU,"{""coordinates"":[153.1170044,-27.38419914],""type"":""Point""}","SE-BD",Cloudy,i1lPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:29:14.000Z"
"$825.21",false,"Kibana Airlines","Leonardo da Vinci___Fiumicino Airport",RM11,Rome,IT,"{""coordinates"":[12.2388889,41.8002778],""type"":""Point""}","IT-62",Rain,"8200.245","5095.396",true,135,"Carrier Delay",HXW4HVD,"10.791922164010563","647.5153","Huntsville International Carl T Jones Field",HSV,Huntsville,US,"{""coordinates"":[-86.77510071,34.6371994],""type"":""Point""}","US-AL",Sunny,zllPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:24:03.000Z"
"$785.54",false,"ES-Air","Kansai International Airport",KIX,Osaka,JP,"{""coordinates"":[135.2440033,34.4272995],""type"":""Point""}","SE-BD",Rain,"9283.582","5768.551",false,0,"No Delay",H8EI44K,"7.367922433625669","442.07535","Frankfurt am Main Airport",FRA,"Frankfurt am Main",DE,"{""coordinates"":[8.570556,50.033333],""type"":""Point""}","DE-HE",Rain,R1lPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:13:48.000Z"
"$613.88",false,"Logstash Airways","Narita International Airport",NRT,Tokyo,JP,"{""coordinates"":[140.3860016,35.76470184],""type"":""Point""}","SE-BD","Thunder & Lightning","6707.208","4167.666",false,0,"No Delay",OPP6ZL4,"5.589340094021049","335.3604","Kempegowda International Airport",BLR,Bangalore,IN,"{""coordinates"":[77.706299,13.1979],""type"":""Point""}","SE-BD",Hail,kllPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:10:44.000Z"
"$338.42",false,JetBeats,"Mariscal Sucre International Airport",UIO,Quito,EC,"{""coordinates"":[-78.3575,-0.129166667],""type"":""Point""}","EC-P",Rain,"10749.565","6679.4707",false,0,"No Delay",M9RDLWO,"11.197464289331851","671.84784","Helsinki Vantaa Airport",HEL,Helsinki,FI,"{""coordinates"":[24.9633007,60.31719971],""type"":""Point""}","FI-ES",Cloudy,AllPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:08:44.000Z"
"$656.02",false,JetBeats,"Pisa International Airport",PI05,Pisa,IT,"{""coordinates"":[10.3927,43.683899],""type"":""Point""}","IT-52",Cloudy,"7058.1465","4385.7285",false,0,"No Delay",3PGIK0P,"6.535320593158602","392.11923","Norfolk International Airport",ORF,Norfolk,US,"{""coordinates"":[-76.20120239,36.89459991],""type"":""Point""}","US-VA",Sunny,cVlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:07:11.000Z"
"$350.48",false,JetBeats,"Tokyo Haneda International Airport",HND,Tokyo,JP,"{""coordinates"":[139.779999,35.552299],""type"":""Point""}","SE-BD",Clear,"8831.405","5487.5806",false,0,"No Delay",KT7BS4N,"9.199380019470897","551.9628","Los Angeles International Airport",LAX,"Los Angeles",US,"{""coordinates"":[-118.4079971,33.94250107],""type"":""Point""}","US-CA","Damaging Wind",1VlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:05:15.000Z"
"$744.53",false,"Kibana Airlines","Shanghai Hongqiao International Airport",SHA,Shanghai,CN,"{""coordinates"":[121.3359985,31.19790077],""type"":""Point""}","SE-BD","Heavy Fog","839.5906","521.6974",false,0,"No Delay",EVQMM48,"0.736482983568734","44.18898","Incheon International Airport",ICN,Seoul,KR,"{""coordinates"":[126.4509964,37.46910095],""type"":""Point""}","SE-BD",Clear,lllPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,17,"2021-05-19T17:01:10.000Z"
"$446.16",false,"ES-Air","Ministro Pistarini International Airport",EZE,"Buenos Aires",AR,"{""coordinates"":[-58.5358,-34.8222],""type"":""Point""}","SE-BD","Damaging Wind","4358.987","2708.5488",true,105,"Late Aircraft Delay",JGRE4N0,"7.804148373473762","468.2489","Mariscal Sucre International Airport",UIO,Quito,EC,"{""coordinates"":[-78.3575,-0.129166667],""type"":""Point""}","SE-BD","Damaging Wind",91lPinkBgC8vM3j0YLuL,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:58:00.000Z"
"$991.21",false,"Kibana Airlines","Munich Airport",MUC,Munich,DE,"{""coordinates"":[11.7861,48.353802],""type"":""Point""}","DE-BY","Heavy Fog","9261.448","5754.797",true,120,"Carrier Delay",D1WRVY5,"10.575414878553687","634.5249","Kansai International Airport",KIX,Osaka,JP,"{""coordinates"":[135.2440033,34.4272995],""type"":""Point""}","SE-BD",Sunny,"-FlPinkBgC8vM3j0YLuL","kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:58:00.000Z"
"$882.66",true,"Logstash Airways","Malpensa International Airport",MI12,Milan,IT,"{""coordinates"":[8.72811,45.6306],""type"":""Point""}","IT-25",Sunny,"8898.0205","5528.9736",false,0,"No Delay",MNYDPN7,"12.358361436422646","741.5017","Incheon International Airport",ICN,Seoul,KR,"{""coordinates"":[126.4509964,37.46910095],""type"":""Point""}","SE-BD","Thunder & Lightning",uFlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:55:56.000Z"
"$299.44",false,"Kibana Airlines","Winnipeg / James Armstrong Richardson International Airport",YWG,Winnipeg,CA,"{""coordinates"":[-97.23989868,49.90999985],""type"":""Point""}","CA-MB",Rain,"1950.9286","1212.2509",false,0,"No Delay",3QPRWR8,"2.709622991865267","162.57738","Portland International Airport",PDX,Portland,US,"{""coordinates"":[-122.5979996,45.58869934],""type"":""Point""}","US-OR",Clear,bllPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:32:16.000Z"
"$360.93",false,"Logstash Airways","Lester B. Pearson International Airport",YYZ,Toronto,CA,"{""coordinates"":[-79.63059998,43.67720032],""type"":""Point""}","CA-ON","Thunder & Lightning","7448.886","4628.5234",false,0,"No Delay",TSM9Z67,"8.276540085027957","496.5924","Bari Karol Wojty__a Airport",BA02,Bari,IT,"{""coordinates"":[16.760599,41.138901],""type"":""Point""}","IT-75","Heavy Fog",mllPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:25:29.000Z"
"$999.27",false,JetBeats,"Tokyo Haneda International Airport",HND,Tokyo,JP,"{""coordinates"":[139.779999,35.552299],""type"":""Point""}","SE-BD",Sunny,"7730.4897","4803.5034",false,0,"No Delay",3WFB7H4,"6.7811312972999","406.8679","Seattle Tacoma International Airport",SEA,Seattle,US,"{""coordinates"":[-122.3089981,47.44900131],""type"":""Point""}","US-WA",Hail,tFlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:24:30.000Z"
"$500.81",false,"Logstash Airways","Vienna International Airport",VIE,Vienna,AT,"{""coordinates"":[16.56970024,48.11029816],""type"":""Point""}","AT-9",Cloudy,"7272.112","4518.6807",false,0,"No Delay",PHADDIH,"8.657275819777674","519.4365","Cleveland Hopkins International Airport",CLE,Cleveland,US,"{""coordinates"":[-81.84980011,41.4117012],""type"":""Point""}","US-OH",Sunny,illPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:19:55.000Z"
"$281.47",false,"Logstash Airways","Ukrainka Air Base",XHBU,Belogorsk,RU,"{""coordinates"":[128.445007,51.169997],""type"":""Point""}","RU-AMU",Hail,"7310.0186","4542.235",false,0,"No Delay",8JI2DVK,"6.091681966655215","365.50092","Portland International Airport",PDX,Portland,US,"{""coordinates"":[-122.5979996,45.58869934],""type"":""Point""}","US-OR",Cloudy,jllPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:16:56.000Z"
"$256.76",false,JetBeats,"Leonardo da Vinci___Fiumicino Airport",RM11,Rome,IT,"{""coordinates"":[12.2388889,41.8002778],""type"":""Point""}","IT-62",Rain,"10838.89","6734.974",false,0,"No Delay",4W7HEIE,"9.50779809053416","570.4679","Jorge Chavez International Airport",LIM,Lima,PE,"{""coordinates"":[-77.114304,-12.0219],""type"":""Point""}","SE-BD",Sunny,YVlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:08:27.000Z"
"$692.91",true,"Kibana Airlines","Indianapolis International Airport",IND,Indianapolis,US,"{""coordinates"":[-86.294403,39.7173],""type"":""Point""}","US-IN",Clear,"12150.285","7549.8374",false,0,"No Delay",ON9SK3G,"14.464625511069066","867.8775","Chengdu Shuangliu International Airport",CTU,Chengdu,CN,"{""coordinates"":[103.9469986,30.57850075],""type"":""Point""}","SE-BD","Thunder & Lightning",FVlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,16,"2021-05-19T16:02:29.000Z"
"$505.81",false,"Kibana Airlines","Sydney Kingsford Smith International Airport",SYD,Sydney,AU,"{""coordinates"":[151.177002,-33.94609833],""type"":""Point""}","SE-BD",Clear,"11043.673","6862.22",true,255,"Late Aircraft Delay",MQA94RT,"13.937432221787455","836.2459","OR Tambo International Airport",JNB,Johannesburg,ZA,"{""coordinates"":[28.246,-26.1392],""type"":""Point""}","SE-BD",Clear,illPinkBgC8vM3j0YLyM,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:58:20.000Z"
"$634.16",false,"Kibana Airlines","Rajiv Gandhi International Airport",HYD,Hyderabad,IN,"{""coordinates"":[78.42985535,17.23131752],""type"":""Point""}","SE-BD",Clear,"5184.726","3221.6396",true,360,"Late Aircraft Delay",2KYMIJQ,"12.172293169473164","730.3376","Incheon International Airport",ICN,Seoul,KR,"{""coordinates"":[126.4509964,37.46910095],""type"":""Point""}","SE-BD",Clear,JllPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:53:34.000Z"
"$696.88",false,"ES-Air","Zurich Airport",ZRH,Zurich,CH,"{""coordinates"":[8.54917,47.464699],""type"":""Point""}","CH-ZH",Clear,"4773.283","2965.9807",false,0,"No Delay",SOHS321,"6.119593807028792","367.17563","Dubai International Airport",DXB,Dubai,AE,"{""coordinates"":[55.36439896,25.25279999],""type"":""Point""}","SE-BD",Clear,DllPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:53:09.000Z"
"$596.7",true,"Logstash Airways","Leonardo da Vinci - Fiumicino Airport",FCO,Rome,IT,"{""coordinates"":[12.2388889,41.8002778],""type"":""Point""}","SE-BD",Hail,"9813.844","6098.0396",true,165,"NAS Delay",91RFL64,"12.972753494509016","778.36523","Chubu Centrair International Airport",NGO,Tokoname,JP,"{""coordinates"":[136.8049927,34.85839844],""type"":""Point""}","SE-BD",Cloudy,NllPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:50:34.000Z"
"$916.95",false,"ES-Air","Mariscal Sucre International Airport",UIO,Quito,EC,"{""coordinates"":[-78.3575,-0.129166667],""type"":""Point""}","SE-BD",Clear,"14815.797","9206.109",false,0,"No Delay",7HO24FF,"11.758568841045443","705.51416","Itami Airport",ITM,Osaka,JP,"{""coordinates"":[135.4380035,34.78549957],""type"":""Point""}","SE-BD","Damaging Wind",wVlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:47:10.000Z"
"$849.12",false,"ES-Air","Pisa International Airport",PI05,Pisa,IT,"{""coordinates"":[10.3927,43.683899],""type"":""Point""}","IT-52",Rain,"9861.471","6127.634",false,0,"No Delay",6GZQTCH,"8.217891925176845","493.07352","Narita International Airport",NRT,Tokyo,JP,"{""coordinates"":[140.3860016,35.76470184],""type"":""Point""}","SE-BD","Thunder & Lightning",f1lPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:41:38.000Z"
"$675.3",false,"Logstash Airways","Jeju International Airport",CJU,"Jeju City",KR,"{""coordinates"":[126.4929962,33.51129913],""type"":""Point""}","SE-BD",Sunny,"11194.325","6955.831",true,225,"Late Aircraft Delay",QWLAWF4,"15.410755156691039","924.6453","Bangor International Airport",BGR,Bangor,US,"{""coordinates"":[-68.82810211,44.80739975],""type"":""Point""}","US-ME","Heavy Fog",3VlPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:40:26.000Z"
"$142.59",true,JetBeats,"Tucson International Airport",TUS,Tucson,US,"{""coordinates"":[-110.9410019,32.11610031],""type"":""Point""}","US-AZ","Thunder & Lightning","3753.1277","2332.0854",false,0,"No Delay",CKLIEAF,"3.4751182932722604","208.5071","Portland International Jetport Airport",PWM,Portland,US,"{""coordinates"":[-70.30930328,43.64619827],""type"":""Point""}","US-ME",Sunny,aFlPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:34:00.000Z"
"$963.81",false,JetBeats,"Lester B. Pearson International Airport",YYZ,Toronto,CA,"{""coordinates"":[-79.63059998,43.67720032],""type"":""Point""}","CA-ON",Sunny,"10586.422","6578.0977",false,0,"No Delay",P7FFW5R,"13.572335428939038","814.34015","Beijing Capital International Airport",PEK,Beijing,CN,"{""coordinates"":[116.5849991,40.08010101],""type"":""Point""}","SE-BD",Clear,L1lPinkBgC8vM3j0YLyL,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:25:22.000Z"
"$777.4",false,"Kibana Airlines","Verona Villafranca Airport",VR10,Verona,IT,"{""coordinates"":[10.8885,45.395699],""type"":""Point""}","IT-34",Sunny,"7038.989","4373.8247",false,0,"No Delay",DXVBS1N,"7.821098603113112","469.26593","Pittsburgh International Airport",PIT,Pittsburgh,US,"{""coordinates"":[-80.23290253,40.49150085],""type"":""Point""}","US-PA","Thunder & Lightning",pllPinkBgC8vM3j0X7ur,"kibana_sample_data_flights",,"_doc",2,15,"2021-05-19T15:17:42.000Z"
